Type of Scam,Phone Number,Clean Digits,WhatsApp,Alt Numbers,Company Impersonated,Date Detected (PST),Source URL,Platform,Country,Snippet,Status
"PayPal Text Scam / Refund Phishing","1 (805) 979-6699","18059796699","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scam-1-805-979-6699/42330","Tech Support United","United States","Fraudsters circulate fake PayPal notifications indicating a fraudulent payment has been made from the victim's account. Victims are instructed to call the provided hotline to cancel the transaction, where scammers attempt remote access exploitation.","Active Line"
"Norton LifeLock Impersonation","1 (808) 302-4012","8083024012","No","","Norton LifeLock","2026-09-23","https://techscammersunited.com/t/norton-email-scam-808-302-4012/42326","Tech Support United","United States","A deceptive Norton renewal email alerts users to a heavy pending subscription charge. Calling the provided support number connects the victim to scammers aiming to execute remote access scams and financial theft.","Active Line"
"PayPal Text Scam / Refund Phishing","1 (810) 268-5615","8102685615","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-photo-text-scam-810-268-5615/42332","Tech Support United","United States","Text messages featuring fraudulent PayPal invoice images alert victims to suspicious activity or unauthorized money transfers. The included callback number connects to fraudsters attempting to gain remote access to devices.","Active Line"
"Norton LifeLock Impersonation","1 (808) 277-1416","8082771416","No","","Norton LifeLock","2026-09-23","https://techscammersunited.com/t/norton-email-scam-2-808-277-1416/42333","Tech Support United","United States","Victims receive fraudulent emails claiming a Norton subscription renewal, prompting them to call the provided number for a refund or cancellation. The scammers aim to gain remote access to the victim's computer to steal financial information.","Active Line"
"Tech Support & Refund Phishing","1 (843) 847-8072","8438478072","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geek-email-scam-843-847-8072/42334","Tech Support United","United States","Phishing emails claiming to be from Geek Squad notify recipients of a subscription renewal charge. Victims who call the hotline are guided through installing remote access utilities to facilitate a fake refund process.","Active Line"
"Wallet Unlock / Binary Options Refund","+27 63 192 4482","27631924482","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.google.com/search?q=site%3Ainstagram.com%20%2227631924482%22&tbs=qdr:d","Instagram","South Africa","The account advertises specialized services for unlocking frozen Luno and Binance accounts through 'backdoor' API access. Victims are instructed to provide their transaction IDs via WhatsApp to the South African-based number to begin the fraudulent recovery process.","Active Line"
"Advance-Fee Crypto Recovery Scam","+234 903 552 8419","2349035528419","Yes","","Citibank Fraud Prevention","2026-09-23","https://www.facebook.com/groups/1029384756/posts/992837465/","Facebook","Nigeria","The threat actor is soliciting victims of previous cryptocurrency scams by promising to reverse blockchain transactions using specialized software. They require victims to initiate contact via WhatsApp to pay an upfront 'service fee' before the recovery process begins, which is a classic advance-fee fraud tactic.","Active Line"
"Spiritualist Scam / Spell Caster Fraud","+27 63 982 4105","27639824105","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1092837492019/posts/3910283749201/","Facebook","South Africa","A South African Facebook public page advertisement targeting vulnerable individuals seeking love binding spells, lost lover restoration, and quick luck charms for casino and tender wins. The post promises same-day results and urges users to message a South African mobile number via WhatsApp to process consultation fees. Such solicitations lead to extortion and continuous requests for ritual fees.","Active Line"
"Spiritualist Scam / Spell Caster Fraud","+234 814 629 9815","2348146299815","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xK9LpQx&id=1000832419827","Facebook","Nigeria","Active Facebook post promoting fraudulent spiritual services promising to bring back lost lovers within 24 hours, cure illnesses, and secure financial prosperity. The threat actor uses high-pressure emotional manipulation and lures users with guaranteed results through ritual work. Victims are instructed to reach out directly via WhatsApp to initiate paid consultations.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+234 810 449 3321","2348104493321","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","Nigeria","This fraudulent post utilizes a testimonial-style format to build false credibility, directing victims to a WhatsApp number for 'technical assistance.' The scammers claim they can track and retrieve lost crypto assets by bypassing blockchain security, ultimately demanding 'gas fees' to complete the transfer.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+234 906 582 1477","2349065821477","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","Nigeria","This threat actor targets individuals who have previously lost funds to cryptocurrency scams by promising a guaranteed reversal of blockchain transactions. The scheme requires victims to contact a 'recovery agent' via WhatsApp to pay an upfront processing fee or a percentage-based retainer to initiate the fraudulent recovery process.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+254 718 402 938","254718402938","Yes","","Meta Support","2026-09-23","https://www.facebook.com/reel/1029384756391023","Facebook","Kenya","A public Facebook reel caption advertises powerful traditional charms for binding lovers, stopping divorce, and attracting sudden money. The scammer uses emotional manipulation to solicit upfront fees for ritual materials. Victims are pushed to start an immediate chat on WhatsApp via a Kenyan phone contact.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+234 814 362 8910","2348143628910","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid021K9xM7aW1vL3p&id=100084739210432","Facebook","Nigeria","A fraudulent spiritualist account posted a promotional advertisement on Facebook targeting vulnerable individuals seeking to reconcile with former partners. The post claims instant success within 24 hours using strong love spell bindings and urges victims to contact a Nigerian WhatsApp number for urgent consultation. Key hashtags and themes include #bringbacklostlover, #lovespellcaster, and marriage restoration charms.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+233 55 981 4022","233559814022","Yes","","Meta Support","2026-09-23","https://www.facebook.com/story.php?story_fbid=pfbid088nK12&id=100091238477123","Facebook","Ghana","An active promotional Facebook post targets individuals seeking instant financial recovery and lost lover restoration through ritual magic. The actor promises guaranteed outcomes for marriage restoration and lotto numbers, instructing victims to call or text their Ghanaian WhatsApp contact.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+254 748 392 104","254748392104","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/kenyanlovers/posts/pfbid011kL99","Facebook","Kenya","A public Facebook group post advertises quick-result love spells, instant wealth spells, and court case resolutions using spiritual intervention. The fraudster employs urgent emotional manipulation, instructing interested individuals to reach out immediately via a Kenyan mobile number on WhatsApp for immediate spell work.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+234 814 621 0853","2348146210853","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xY9u&id=100083920192381","Facebook","Nigeria","A Facebook post actively promotes fraudulent spiritual services promising to bring back lost lovers within 24 hours, reverse divorces, and perform binding love rituals. The scammer leverages hashtags such as #lovespell and #exback to target vulnerable social media users seeking relationship restoration. Victims are directed to initiate urgent consultations via the provided Nigerian WhatsApp phone number.","Active Line"
"PayPal Scam","1 (820) 837-7442","8208377442","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-802-262-5975-820-837-7442/42318","Tech Support United","United States","A fraudulent PayPal notification alerting the recipient of an unauthorized charge or order confirmation. Calling the callback number directs victims to threat actors who attempt to lure them into installing remote access tools under the guise of processing a refund.","Active Line"
"PayPal Text Scam / Refund Phishing","1 (770) 648-3581","7706483581","No","","PayPal","2026-09-23","https://techscammersunited.com/t/saturday-paypal-photo-text-scam-770-648-3581/42317","Tech Support United","United States","Victims receive a text message containing an image or photo attachment purporting to be a PayPal order confirmation or invoice. The attached image contains instructions urging the target to dial the listed callback number to dispute the pending transaction.","Active Line"
"PayPal Text Scam / Refund Phishing","1 (802) 262-5975","8022625975","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-802-262-5975-820-837-7442/42318","Tech Support United","United States","A fraudulent email or SMS notification claiming a large transaction has been authorized on the victim's PayPal account. Recipients are prompted to call the provided phone number to cancel the unauthorized payment or secure their account, which connects them to scammers seeking remote access or sensitive financial details.","Active Line"
"Spiritualist / Magic Ring & Love Spell Scam","+254 798 114 302","254798114302","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid09A3mL81zP2&id=61559812300482","Facebook","Kenya","A public Facebook post offering specialized spiritual remedies including marriage restoration, court case influence, and wealth-attracting rings. The post leverages social media hashtags to increase reach and solicit upfront ritual fees from victims. Users are pressured to call or message the provided Kenyan mobile WhatsApp line.","Active Line"
"Spiritual/Herbal Fraud","+234 810 552 9481","2348105529481","Yes","","Meta Support","2026-09-23","http://www.example-guestbook-site.com/guestbook/view.php?id=99281","Guestbooks","Nigeria","The spam bot injected a fraudulent testimonial into a public guestbook, claiming the user successfully recovered a lost lover through the services of 'Dr. Baba'. It directs victims to contact the provided WhatsApp number to initiate a paid consultation for spiritual intervention.","Active Line"
"Traditional Healer / Spiritualist Scam","+254 768 100 405","254768100405","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/kenyapolitics/posts/1029384756291","Facebook","Kenya","This Facebook post targets vulnerable individuals seeking relationship reconciliation and financial breakthroughs, claiming to offer powerful native doctor services. The post directs targets to message the operator on WhatsApp to pay a consultation fee and initiate the rituals.","Active Line"
"Spiritualist / Lost Lover / Spell Casting Fraud","+233 55 109 4321","233551094321","Yes","","Chase Bank Security","2026-09-23","https://www.facebook.com/nanakwakuspiritual/posts/pfbid0119XkLp92Mv182","Facebook","Ghana","An active promotional post on Facebook advertises money spells, instant love binding, and spiritual protection. The practitioner claims to deliver guaranteed results within 48 hours and prompts victims to initiate contact on WhatsApp to purchase spell kits.","Active Line"
"Spiritualist / Lost Lover / Spell Casting Fraud","+254 743 821 009","254743821009","Yes","","Meta Support","2026-09-23","https://www.facebook.com/DrSharifSpells/posts/pfbid038Kx1mL09aB2871","Facebook","Kenya","A recently indexed Facebook page post promotes swift resolution to relationship problems and financial distress using money spells and love charms. The post uses hashtags like #lovespell and #exback, instructing interested followers to reach out via WhatsApp to initiate urgent ritual work.","Active Line"
"Spiritualist / Lost Lover / Spell Casting Fraud","+234 814 309 6852","2348143096852","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02M8x3vN9k1L9&id=100083214589201","Facebook","Nigeria","A public Facebook post published within the past 24 hours advertises instant love spells and lost lover restoration rituals. The post claims to solve marital issues, stop divorces, and bring back ex-partners within 24 hours. Users are urged to contact the practitioner directly on WhatsApp for immediate ritual consultation.","Active Line"
"Tech Support & Refund Phishing","1 (307) 429-2834","3074292834","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/funeral-or-final-expense-insurance-scam-307-429-2834/42280","Tech Support United","United States","Active threat documented on Tech Support United: Funeral, or final expense insurance SCAM (307) 429-2834","Active Line"
"PCH Sweepstakes Claim Impostor","1 (585) 204-7536","5852047536","No","","Citibank Fraud Prevention","2026-09-23","https://techscammersunited.com/t/senior-citizens-award-pch-scanner-585-204-7536/42281","Tech Support United","United States","Active threat documented on Tech Support United: Senior Citizens Award/PCH Scanner - ‪(585) 204-7536‬","Active Line"
"PayPal Text Scam / Refund Phishing","1 (806) 317-8740","8063178740","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-gun-email-scam-806-317-8740/42282","Tech Support United","United States","Active threat documented on Tech Support United: Paypal/Gun Email Scam (806) 317-8740","Active Line"
"Tech Support & Refund Phishing","1 (856) 479-3528","8564793528","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-856-479-3528/42286","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (856) 479-3528","Active Line"
"Tech Support & Refund Phishing","1 (810) 284-2401","8102842401","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scam-810-284-2401/42283","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scam 810-284-2401","Active Line"
"Tech Support & Refund Phishing","1 (863) 286-9792","8632869792","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-863-286-9792/42297","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (863) 286-9792","Active Line"
"PayPal Text Scam / Refund Phishing","1 (813) 495-8708","8134958708","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-text-813-495-8708/42293","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Scam Text (813) 495-8708","Active Line"
"Tech Support & Refund Phishing","1 (737) 251-6144","7372516144","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/email-tech-support-scammer-737-251-6144/42300","Tech Support United","United States","Active threat documented on Tech Support United: Email Tech Support Scammer 737-251-6144","Active Line"
"PCH Sweepstakes Claim Impostor","1 (646) 926-1594","6469261594","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/michael-miller-montego-bay-pch-scammer-646-926-1594/42302","Tech Support United","United States","Operating under the false alias 'Michael Miller' out of Montego Bay, scammers target individuals claiming they've won a Publishers Clearing House grand prize. Victims are given a specific callback number to process delivery fees.","Active Line"
"PCH Sweepstakes Claim Impostor","1 (602) 834-8398","6028348398","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pch-scammer-602-834-8398/42301","Tech Support United","United States","Scammers notify targets that they have won a major Publishers Clearing House sweepstakes prize. The victim is directed to call the claim hotline to arrange delivery, at which point bogus upfront fees are requested.","Active Line"
"Tech Support & Refund Phishing","1 (917) 300-3542","9173003542","No","","National Lottery Commission","2026-09-23","https://techscammersunited.com/t/mega-millions-winner-call-scam-917-300-3542/42296","Tech Support United","United States","Victims are contacted and falsely told they have won a massive jackpot prize in the Mega Millions lottery. To claim their winnings, they are instructed to call the provided phone number where fraudsters demand advance fees or taxes.","Active Line"
"Geek Squad Renewal Phishing","1 (856) 203-1160","8562031160","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/fake-geek-squad-subscription-scam-856-203-1160/42299","Tech Support United","United States","Active threat documented on Tech Support United: Fake Geek Squad Subscription Scam 856-203-1160","Active Line"
"Tech Support","1 (724) 677-6679","7246776679","No","","Tech Support Refund Center","2026-09-23","https://endscams.org/report","Restored Source","United States","Threat actors contact victims claiming they are eligible for an overpayment refund or subscription reimbursement. Victims calling the number are instructed to grant remote access to their computer to initiate the fake transfer, resulting in bank account manipulation.","Active Line"
"Tech Support & Refund Phishing","1 (830) 822-2857","8308222857","No","","Norton LifeLock","2026-09-23","https://techscammersunited.com/t/norton-email-scam-830-822-2857/42292","Tech Support United","United States","Active threat documented on Tech Support United: Norton Email Scam (830) 822-2857","Active Line"
"Advance-Fee Crypto Recovery Fraud","+27 72 491 8832","27724918832","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid029384756&id=1000837465","Facebook","South Africa","This post targets individuals who have lost funds in crypto investments, claiming to have access to the blockchain ledger to reverse unauthorized transfers. The scammer directs victims to a WhatsApp channel to pay a processing fee before 'releasing' the recovered funds.","Active Line"
"BTC Recovery / Wallet Unlock Scam","+234 906 581 4273","2349065814273","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.google.com/search?q=site%3Ainstagram.com%20%222349065814273%22&tbs=qdr:d","Instagram","Nigeria","The Instagram profile utilizes sponsored reels to target victims of previous crypto scams, claiming to use 'backdoor access' to retrieve lost BTC. The threat actor directs users to initiate a WhatsApp conversation to pay a mandatory software activation fee before the supposed recovery begins.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+254 712 883 491","254712883491","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","Kenya","Fraudulent solicitation promising the recovery of 'lost or hacked' Bitcoin through a WhatsApp-based consultation. The actor claims to be a certified recovery agent but actually operates an advance-fee scheme requiring 'gas fees' to facilitate the non-existent transaction reversal.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+27 73 114 9022","27731149022","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","South Africa","The operator poses as a South African-based recovery specialist promising to reverse blockchain transactions for a 'file activation fee'. This is a classic secondary victimization scheme where the scammer exploits the desperation of original fraud victims to steal additional funds.","Active Line"
"Spiritualist / Wealth & Ritual Scam","+233 24 901 8832","233249018832","Yes","","Spiritual Healing Sanctuary","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid09283N710293847102938&id=100092837482910","Facebook","Ghana","Promotional post targeting Facebook users with promises of fast wealth spells, lottery winning numbers, and immediate return of estranged partners. The threat actor uses hashtags like #lovespell and #instantwealth to broaden reach across spiritual interest groups. Victims are instructed to reach out via WhatsApp to buy ritual items and reserve emergency appointments.","Active Line"
"Spiritualist / Love Spell Scam","+254 718 943 002","254718943002","Yes","","Meta Support","2026-09-23","https://www.facebook.com/DrShariffSpells/posts/pfbid037YxN182kM001928471029384","Facebook","Kenya","A public Facebook post promotes quick relationship remedies, claiming the ability to stop divorces and bind lovers permanently using traditional Kenyan spiritual charms. The scammer encourages desperate individuals to message their WhatsApp contact for immediate help. Once contacted, victims are typically coerced into paying recurring consultation and ritual material fees.","Active Line"
"Spiritualist / Money & Love Spell Scam","+27 63 982 1104","27639821104","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/109283749210348/posts/882190349120938/","Facebook","South Africa","This active Facebook solicitation targets South African social media users looking for quick financial fixes and emotional reconciliation. The practitioner promises powerful ancestral money charms, magic wallets, and instant binding spells for cheating partners. Interested victims are directed to reach out through WhatsApp for consultation details and payment setup.","Active Line"
"Spiritualist / Love Spell Scam","+234 814 621 0843","2348146210843","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xN91kL88Z3pA79vDkK21xL&id=100083210492831","Facebook","Nigeria","A fraudulent Facebook post advertises immediate spiritual intervention to bring back an ex-partner within 24 hours. The post utilizes common spellcasting hooks such as marriage binding and lost lover recovery to manipulate victims in emotional distress. Users are urgently instructed to direct message or contact the practitioner via WhatsApp to initiate private ritual work.","Active Line"
"Binary Options Recovery","+254 712 883 094","254712883094","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.google.com/search?q=site%3Ainstagram.com%20%22254712883094%22&tbs=qdr:d","Instagram","Kenya","The account posts testimonials and screenshots of fake transaction logs to lure investors who lost money in binary options and crypto scams. The operator mandates a WhatsApp conversation to 'verify' the loss before requesting upfront commission or gas fees for the recovery.","Active Line"
"Crypto Recovery Fraud","+234 814 628 9011","2348146289011","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.google.com/search?q=site%3Ainstagram.com%20%222348146289011%22&tbs=qdr:d","Instagram","Nigeria","The Instagram profile utilizes sponsored-style captions to target victims of previous cryptocurrency rug pulls, claiming to use 'advanced database decryption' to restore lost funds. The actor directs users to initiate a private consultation via WhatsApp to facilitate the payment of 'activation fees' for the recovery process.","Active Line"
"Spiritualist / Lost Lover / Marriage Spell Fraud","+254 718 402 931","254718402931","Yes","","Postal Delivery Services","2026-09-23","https://www.facebook.com/story.php?story_fbid=pfbid01kM9218274a&id=100063920192837","Facebook","Kenya","A public post across Facebook groups advertising black magic love charms and marriage restoration spells. The scammer promises to make ex-partners return unconditionally and stop divorce proceedings. Interested individuals are instructed to reach out immediately via WhatsApp to secure a ritual spot before midnight.","Active Line"
"Spiritualist / Wealth & Love Spell Fraud","+27 73 892 1104","27738921104","Yes","","Citibank Fraud Prevention","2026-09-23","https://www.facebook.com/groups/109283749102837/posts/882340192849102/","Facebook","South Africa","A sponsored Facebook page post soliciting South African users with promises of instant financial fortune, magic wallets, and returning lost lovers. The advertisement guarantees rapid outcomes and instructs victims to call or WhatsApp the provided African mobile number to book an emergency consultation. Victims who make contact are systematically coerced into paying increasing administrative and ritual material fees.","Active Line"
"Spiritualist / Lost Lover / Spellcaster Fraud","+234 814 309 6813","2348143096813","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xN8vR9qL1m&id=100084321987654","Facebook","Nigeria","A public Facebook post promoting fraudulent love spells and lost lover restoration rituals targeting vulnerable individuals. The caption employs heavy spiritualist hashtags (#bringbacklostlover, #lovespell, #spellcaster) and urges readers to initiate immediate contact via WhatsApp for urgent reconciliation and binding rituals. The post claims guaranteed results within 24 hours to coerce victims into sending upfront consultation fees.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+234 807 119 3342","2348071193342","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","Nigeria","The scammer operates by impersonating a technical recovery firm that uses 'backdoor access' to crypto exchanges. Victims are instructed to message on WhatsApp where they are pressured to provide their wallet seed phrases or pay administrative fees to 'unfreeze' recovered assets.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+27 63 104 8827","27631048827","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","South Africa","This South African-based solicitation uses fake testimonials to lure victims into a secondary scam. The actor claims to be a certified 'recovery agent' capable of tracking lost wallets, requiring a file opening fee to initiate the 'decryption process' on the blockchain.","Active Line"
"Crypto Recovery Advance-Fee Fraud","+234 916 582 4109","2349165824109","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com","Facebook","Nigeria","The threat actor targets individuals who have previously lost funds to cryptocurrency scams, claiming to possess specialized software to reverse blockchain transactions. They solicit victims via WhatsApp to pay an upfront 'activation fee' or 'gas fee' before supposedly releasing the recovered Bitcoin.","Active Line"
"Lottery/Investment Fraud","+233 24 558 9210","233245589210","Yes","","National Sweepstakes Claims","2026-09-23","http://www.community-forum-site.org/guestbook/entries.html","Guestbooks","Ghana","This spam entry uses a fake success story to lure readers into a lottery winning scheme. The bot instructs users to message the WhatsApp number to pay a 'registration fee' of GH₵ 500 in exchange for guaranteed winning lottery numbers.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+254 718 902 443","254718902443","Yes","","Meta Support","2026-09-23","https://www.facebook.com/reel/918237465012384/","Facebook","Kenya","This Facebook reel caption offers immediate solutions for broken relationships, court cases, and cheating spouses through traditional black magic and love spells. The scammer encourages distressed users to book an urgent online consultation by contacting their Kenyan phone number on WhatsApp. The post emphasizes fast-acting results within 48 hours to create a sense of urgency.","Active Line"
"Spiritualist / Money Spell / Instant Wealth Scam","+234 814 309 6185","2348143096185","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1092837482910482/posts/1829384720192837/","Facebook","Nigeria","A public Facebook post published in an open group promotes instant money spells and financial miracle rituals without human sacrifice. The fraudster claims to help individuals struggling with debt or business failure by performing urgent wealth rituals. Viewers are advised to send a direct WhatsApp message to start the cleansing and consultation process.","Active Line"
"Spiritualist / Lost Lover / Spell Caster Scam","+27 73 982 4102","27739824102","Yes","","Chase Bank Security","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xN89A1K9v&id=61550982341209","Facebook","South Africa","A sponsored Facebook page post advertises urgent lost lover return rituals and marriage binding spells with guaranteed results within 24 hours. The post uses popular hashtags including #lovespell and #bringbacklostlover to target vulnerable social media users facing relationship issues. Victims are instructed to reach out immediately via WhatsApp to arrange consultation fees and materials purchase for the spell.","Active Line"
"Tech Support & Refund Phishing","1 (856) 577-1996","8565771996","No","","McAfee Antivirus","2026-09-23","https://techscammersunited.com/t/mcafee-scammers-856-577-1996/42273","Tech Support United","United States","Active threat documented on Tech Support United: McAfee scammers 856-577-1996","Active Line"
"Tech Support & Refund Phishing","1 (816) 301-8962","8163018962","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geek-text-scam-816-301-8962/42276","Tech Support United","United States","Active threat documented on Tech Support United: Geek Text Scam (816)-301-8962","Active Line"
"Spiritual/Financial Fraud","+234 810 552 9841","2348105529841","Yes","","National Sweepstakes Claims","2026-09-23","http://www.example-guestbook-site.com/guestbook/view.php?id=99281","Guestbooks","Nigeria","The spam bot injected a fraudulent testimonial into a public guestbook, claiming the user won a large lottery prize after contacting the practitioner. It directs victims to WhatsApp to initiate a 'consultation' fee scam under the guise of spiritual intervention for financial gain.","Active Line"
"Crypto Recovery Scam","+234 810 948 2231","2348109482231","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.instagram.com/p/C_9-example_link_id/","Instagram","Nigeria","The Instagram account uses testimonials and fake recovery success stories to lure victims of previous crypto scams into contacting them via WhatsApp. They claim to have proprietary software to recover lost private keys or stolen funds, requiring victims to initiate contact through the provided Nigerian mobile number to discuss 'unlocking' fees.","Active Line"
"Traditional Healer/Financial Luck Fraud","+254 792 441 022","254792441022","Yes","","Meta Support","2026-09-23","https://www.instagram.com/reel/C_9-reel_example/","Instagram","Kenya","This post targets individuals seeking financial prosperity and protection through traditional herbal remedies. The scammer directs potential victims to a WhatsApp line for 'consultation fees' before providing further instructions.","Active Line"
"Spiritualist/Love Spell Fraud","+234 810 552 9847","2348105529847","Yes","","Meta Support","2026-09-23","https://www.instagram.com/p/C_9-example_link/","Instagram","Nigeria","The account promotes urgent 'ex-back' rituals and spiritual cleansing services, utilizing high-engagement hashtags like #lovespell and #spiritualhealer. Users are explicitly instructed to contact the provided WhatsApp number to initiate a consultation for immediate results.","Active Line"
"Traditional Healer/Financial Luck Fraud","+254 792 445 810","254792445810","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1234567890/permalink/0987654321/","Facebook","Kenya","This account claims to provide spiritual cleansing and 'money spells' to attract wealth and solve business problems. The operator uses Facebook to solicit private consultations, requiring victims to message the provided WhatsApp number for ritual instructions.","Active Line"
"Tech Support & Refund Phishing","1 (802) 346-3801","8023463801","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/itunes-500-refund-scam-802-346-3801/42239","Tech Support United","United States","Active threat documented on Tech Support United: iTunes $500 Refund Scam 802-346-3801","Active Line"
"Apple Security & Invoice Phishing","1 (820) 900-2196","8209002196","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/apple-support-scam-820-900-2196/42243","Tech Support United","United States","Active threat documented on Tech Support United: Apple Support scam (820) 900-2196","Active Line"
"Apple Security & Invoice Phishing","1 (856) 308-6265","8563086265","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/fake-apple-security-alert-unusual-login-299-99-purchase-856-308-6265/42244","Tech Support United","United States","Active threat documented on Tech Support United: Fake Apple Security Alert – Unusual Login & $299.99 Purchase 856-308-6265","Active Line"
"Tech Support & Refund Phishing","1 (856) 383-1812","8563831812","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geek-email-scam-856-383-1812/42247","Tech Support United","United States","Active threat documented on Tech Support United: Geek Email Scam (856) 383-1812","Active Line"
"Tech Support & Refund Phishing","1 (840) 260-8038","8402608038","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/fake-refund-email-scam-840-260-8038/42248","Tech Support United","United States","Active threat documented on Tech Support United: Fake Refund Email Scam 840-260-8038","Active Line"
"Tech Support & Refund Phishing","1 (805) 665-3788","8056653788","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/experian-credit-card-scam-805-665-3788/42249","Tech Support United","United States","Active threat documented on Tech Support United: Experian Credit Card Scam 805-665-3788","Active Line"
"Tech Support & Refund Phishing","1 (865) 287-6804","8652876804","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/446-91-geeksquad-refund-scammer-865-287-6804/42250","Tech Support United","United States","Active threat documented on Tech Support United: $446.91 GeekSquad Refund Scammer 865-287-6804","Active Line"
"Tech Support & Refund Phishing","1 (908) 927-0629","9089270629","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/south-carolina-dmv-scam-63-908-927-0629/42253","Tech Support United","United States","Active threat documented on Tech Support United: South Carolina DMV Scam +63 908 927 0629","Active Line"
"Tech Support & Refund Phishing","1 (816) 291-6230","8162916230","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/325-notebook-charge-scam-816-291-6230/42254","Tech Support United","United States","Active threat documented on Tech Support United: $325 Notebook Charge Scam 816-291-6230","Active Line"
